rank,ranking-institution-title,ranking-institution-title href,location,overall,resources,engagement,outcomes,enviroment
501-600,University of Hawai-i at Hilo,https://www.timeshighereducation.com/world-university-rankings/university-hawai-i-hilo#ranking-dataset/634830,Hawaii,45.2-48.0,17.9,-,-,8.5
501-600,Hawaii Pacific University,https://www.timeshighereducation.com/world-university-rankings/hawaii-pacific-university#ranking-dataset/634830,Hawaii,45.2-48.0,-,-,-,8.6
501-600,Holy Family University,https://www.timeshighereducation.com/world-university-rankings/holy-family-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,-,15.7,18.2,-
501-600,University of Idaho,https://www.timeshighereducation.com/world-university-rankings/university-idaho#ranking-dataset/634830,Idaho,45.2-48.0,13.3,17,-,-
501-600,Immaculata University,https://www.timeshighereducation.com/world-university-rankings/immaculata-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,14,-,-,-
501-600,Iona College,https://www.timeshighereducation.com/world-university-rankings/iona-college#ranking-dataset/634830,New York,45.2-48.0,-,-,18.4,5.1
501-600,LIU Brooklyn,https://www.timeshighereducation.com/world-university-rankings/liu-brooklyn#ranking-dataset/634830,New York,45.2-48.0,-,-,-,8.1
501-600,University of La Verne,https://www.timeshighereducation.com/world-university-rankings/university-la-verne#ranking-dataset/634830,California,45.2-48.0,-,-,16.3,7.7
501-600,Lewis University,https://www.timeshighereducation.com/world-university-rankings/lewis-university#ranking-dataset/634830,Illinois,45.2-48.0,-,16.7,16.5,-
501-600,Lipscomb University,https://www.timeshighereducation.com/world-university-rankings/lipscomb-university#ranking-dataset/634830,Tennessee,45.2-48.0,15.5,16.7,-,-
501-600,Loras College,https://www.timeshighereducation.com/world-university-rankings/loras-college#ranking-dataset/634830,Iowa,45.2-48.0,12.7,-,17.6,-
501-600,Lynchburg College,https://www.timeshighereducation.com/world-university-rankings/lynchburg-college#ranking-dataset/634830,Virginia,45.2-48.0,16.4,-,-,-
501-600,Marywood University,https://www.timeshighereducation.com/world-university-rankings/marywood-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,15.2,15.8,-,-
501-600,Massachusetts Maritime Academy,https://www.timeshighereducation.com/world-university-rankings/massachusetts-maritime-academy#ranking-dataset/634830,Massachusetts,45.2-48.0,-,-,21.4,-
501-600,The Master's College and Seminary,https://www.timeshighereducation.com/world-university-rankings/masters-college-and-seminary#ranking-dataset/634830,California,45.2-48.0,12.6,16.4,-,-
501-600,University of Memphis,https://www.timeshighereducation.com/world-university-rankings/university-memphis#ranking-dataset/634830,Tennessee,45.2-48.0,14.1,-,-,7
501-600,Mercyhurst University,https://www.timeshighereducation.com/world-university-rankings/mercyhurst-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,14.9,16.8,-,-
501-600,Methodist University,https://www.timeshighereducation.com/world-university-rankings/methodist-university#ranking-dataset/634830,North Carolina,45.2-48.0,13.2,-,-,6.4
501-600,Mississippi State University,https://www.timeshighereducation.com/world-university-rankings/mississippi-state-university#ranking-dataset/634830,Mississippi,45.2-48.0,-,16.6,-,-
501-600,University of Missouri-St Louis,https://www.timeshighereducation.com/world-university-rankings/university-missouri-st-louis#ranking-dataset/634830,Missouri,45.2-48.0,13.1,-,-,5.3
501-600,Monmouth University,https://www.timeshighereducation.com/world-university-rankings/monmouth-university#ranking-dataset/634830,New Jersey,45.2-48.0,-,-,17.6,-
501-600,College of Mount Saint Vincent,https://www.timeshighereducation.com/world-university-rankings/college-mount-saint-vincent#ranking-dataset/634830,New York,45.2-48.0,-,-,16.5,6.7
501-600,Muskingum University,https://www.timeshighereducation.com/world-university-rankings/muskingum-university#ranking-dataset/634830,Ohio,45.2-48.0,-,16.2,-,-
501-600,University of New Haven,https://www.timeshighereducation.com/world-university-rankings/university-new-haven#ranking-dataset/634830,Connecticut,45.2-48.0,-,-,16.9,6.7
501-600,University of North Carolina at Charlotte,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-charlotte#ranking-dataset/634830,North Carolina,45.2-48.0,-,-,16.3,6.3
501-600,University of North Carolina at Greensboro,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-greensboro#ranking-dataset/634830,North Carolina,45.2-48.0,-,16.3,-,6.3
501-600,University of North Dakota,https://www.timeshighereducation.com/world-university-rankings/university-north-dakota#ranking-dataset/634830,North Dakota,45.2-48.0,14.1,16.4,-,-
501-600,University of North Texas,https://www.timeshighereducation.com/world-university-rankings/university-north-texas#ranking-dataset/634830,Texas,45.2-48.0,-,17,-,7.4
501-600,Northern Illinois University,https://www.timeshighereducation.com/world-university-rankings/northern-illinois-university#ranking-dataset/634830,Illinois,45.2-48.0,13,-,-,6
501-600,University of Northern Iowa,https://www.timeshighereducation.com/world-university-rankings/university-northern-iowa#ranking-dataset/634830,Iowa,45.2-48.0,-,17.3,16.8,-
501-600,Northwestern College,https://www.timeshighereducation.com/world-university-rankings/northwestern-college#ranking-dataset/634830,Iowa,45.2-48.0,12.5,16.2,17.2,-
501-600,Notre Dame of Maryland University,https://www.timeshighereducation.com/world-university-rankings/notre-dame-maryland-university#ranking-dataset/634830,Maryland,45.2-48.0,13.9,-,-,5.8
501-600,College of Our Lady of the Elms,https://www.timeshighereducation.com/world-university-rankings/college-our-lady-elms#ranking-dataset/634830,Massachusetts,45.2-48.0,-,-,18.9,-
501-600,Regis College,https://www.timeshighereducation.com/world-university-rankings/regis-college#ranking-dataset/634830,Massachusetts,45.2-48.0,13.1,-,-,-
501-600,University of Rhode Island,https://www.timeshighereducation.com/world-university-rankings/university-rhode-island#ranking-dataset/634830,Rhode Island,45.2-48.0,-,16.1,17.2,-
501-600,Robert Morris University,https://www.timeshighereducation.com/world-university-rankings/robert-morris-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,-,-,16.4,-
501-600,Robert Morris University Illinois,https://www.timeshighereducation.com/world-university-rankings/robert-morris-university-illinois#ranking-dataset/634830,Illinois,45.2-48.0,-,-,20,7.8
501-600,Roberts Wesleyan College,https://www.timeshighereducation.com/world-university-rankings/roberts-wesleyan-college#ranking-dataset/634830,New York,45.2-48.0,-,15.8,-,-
501-600,Roosevelt University,https://www.timeshighereducation.com/world-university-rankings/roosevelt-university#ranking-dataset/634830,Illinois,45.2-48.0,14.9,15.7,-,7.1
501-600,SUNY College at Brockport,https://www.timeshighereducation.com/world-university-rankings/suny-college-brockport#ranking-dataset/634830,New York,45.2-48.0,-,-,-,-
501-600,SUNY College at Geneseo,https://www.timeshighereducation.com/world-university-rankings/suny-college-geneseo#ranking-dataset/634830,New York,45.2-48.0,-,15.9,19.1,-
501-600,Sacred Heart University,https://www.timeshighereducation.com/world-university-rankings/sacred-heart-university#ranking-dataset/634830,Connecticut,45.2-48.0,-,-,18.2,-
501-600,University of Saint Francis-Fort Wayne,https://www.timeshighereducation.com/world-university-rankings/university-saint-francis-fort-wayne#ranking-dataset/634830,Indiana,45.2-48.0,-,16.4,16.5,-
501-600,Saint Martin's University,https://www.timeshighereducation.com/world-university-rankings/saint-martins-university#ranking-dataset/634830,Washington,45.2-48.0,12.9,-,-,6.3
501-600,San Jose State University,https://www.timeshighereducation.com/world-university-rankings/san-jose-state-university#ranking-dataset/634830,California,45.2-48.0,-,-,18.1,8.5
501-600,Savannah College of Art and Design,https://www.timeshighereducation.com/world-university-rankings/savannah-college-art-and-design#ranking-dataset/634830,Georgia,45.2-48.0,-,15.7,-,5.4
501-600,Simpson College,https://www.timeshighereducation.com/world-university-rankings/simpson-college#ranking-dataset/634830,Iowa,45.2-48.0,12.7,16.1,17.7,-
501-600,South Dakota School of Mines and Technology,https://www.timeshighereducation.com/world-university-rankings/south-dakota-school-mines-and-technology#ranking-dataset/634830,South Dakota,45.2-48.0,13.1,-,-,-
501-600,South Dakota State University,https://www.timeshighereducation.com/world-university-rankings/south-dakota-state-university#ranking-dataset/634830,South Dakota,45.2-48.0,-,16.9,-,-
501-600,Spring Hill College,https://www.timeshighereducation.com/world-university-rankings/spring-hill-college#ranking-dataset/634830,Alabama,45.2-48.0,12.8,15.9,-,-
501-600,St Francis College,https://www.timeshighereducation.com/world-university-rankings/st-francis-college#ranking-dataset/634830,New York,45.2-48.0,-,-,18.7,7.2
501-600,Stevenson University,https://www.timeshighereducation.com/world-university-rankings/stevenson-university#ranking-dataset/634830,Maryland,45.2-48.0,-,-,16.3,5.3
501-600,University of Texas at Arlington,https://www.timeshighereducation.com/world-university-rankings/university-texas-arlington#ranking-dataset/634830,Texas,45.2-48.0,-,-,16.4,7.9
501-600,Texas Lutheran University,https://www.timeshighereducation.com/world-university-rankings/texas-lutheran-university#ranking-dataset/634830,Texas,45.2-48.0,12.6,16.2,-,-
501-600,Towson University,https://www.timeshighereducation.com/world-university-rankings/towson-university#ranking-dataset/634830,Maryland,45.2-48.0,-,15.7,20.1,5.5
501-600,Trine University,https://www.timeshighereducation.com/world-university-rankings/trine-university#ranking-dataset/634830,Indiana,45.2-48.0,-,-,-,-
501-600,Walsh University,https://www.timeshighereducation.com/world-university-rankings/walsh-university#ranking-dataset/634830,Ohio,45.2-48.0,-,16.2,-,-
501-600,Waynesburg University,https://www.timeshighereducation.com/world-university-rankings/waynesburg-university#ranking-dataset/634830,Pennsylvania,45.2-48.0,12.3,-,19.1,-
501-600,Western Michigan University,https://www.timeshighereducation.com/world-university-rankings/western-michigan-university#ranking-dataset/634830,Michigan,45.2-48.0,-,16.9,-,5.6
501-600,Western Washington University,https://www.timeshighereducation.com/world-university-rankings/western-washington-university#ranking-dataset/634830,Washington,45.2-48.0,-,17,18.8,-
501-600,Westminster College (Utah),https://www.timeshighereducation.com/world-university-rankings/westminster-college-utah#ranking-dataset/634830,Utah,45.2-48.0,17.7,17,-,-
501-600,Wingate University,https://www.timeshighereducation.com/world-university-rankings/wingate-university#ranking-dataset/634830,North Carolina,45.2-48.0,12.8,-,-,-
501-600,Winston-Salem State University,https://www.timeshighereducation.com/world-university-rankings/winston-salem-state-university#ranking-dataset/634830,North Carolina,45.2-48.0,-,15.8,-,6.9
501-600,Wisconsin Lutheran College,https://www.timeshighereducation.com/world-university-rankings/wisconsin-lutheran-college#ranking-dataset/634830,Wisconsin,45.2-48.0,13.4,15.7,-,-
601-800,Alderson Broaddus University,https://www.timeshighereducation.com/world-university-rankings/alderson-broaddus-university#ranking-dataset/634830,West Virginia,40.3-45.1,-,-,-,-
601-800,Alvernia University,https://www.timeshighereducation.com/world-university-rankings/alvernia-university#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,-,-
601-800,American International College,https://www.timeshighereducation.com/world-university-rankings/american-international-college#ranking-dataset/634830,Massachusetts,40.3-45.1,-,-,-,6.2
601-800,Anderson University,https://www.timeshighereducation.com/world-university-rankings/anderson-university#ranking-dataset/634830,Indiana,40.3-45.1,13,16.8,-,-
601-800,Appalachian State University,https://www.timeshighereducation.com/world-university-rankings/appalachian-state-university#ranking-dataset/634830,North Carolina,40.3-45.1,-,17.2,16.4,-
601-800,University of Arkansas at Little Rock,https://www.timeshighereducation.com/world-university-rankings/university-arkansas-little-rock#ranking-dataset/634830,Arkansas,40.3-45.1,-,-,-,7
601-800,Ball State University,https://www.timeshighereducation.com/world-university-rankings/ball-state-university#ranking-dataset/634830,Indiana,40.3-45.1,-,17,-,-
601-800,Belhaven University,https://www.timeshighereducation.com/world-university-rankings/belhaven-university#ranking-dataset/634830,Mississippi,40.3-45.1,-,-,-,5.9
601-800,Benedictine College,https://www.timeshighereducation.com/world-university-rankings/benedictine-college#ranking-dataset/634830,Kansas,40.3-45.1,-,-,17.8,-
601-800,Benedictine University,https://www.timeshighereducation.com/world-university-rankings/benedictine-university#ranking-dataset/634830,Illinois,40.3-45.1,-,-,-,5.7
601-800,Bethel College-Indiana,https://www.timeshighereducation.com/world-university-rankings/bethel-college-indiana#ranking-dataset/634830,Indiana,40.3-45.1,-,16.2,-,-
601-800,Biola University,https://www.timeshighereducation.com/world-university-rankings/biola-university#ranking-dataset/634830,California,40.3-45.1,-,16.8,-,6.1
601-800,Bloomsburg University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/bloomsburg-university-pennsylvania#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,17.2,-
601-800,Bluffton University,https://www.timeshighereducation.com/world-university-rankings/bluffton-university#ranking-dataset/634830,Ohio,40.3-45.1,13,-,-,-
601-800,Bowie State University,https://www.timeshighereducation.com/world-university-rankings/bowie-state-university#ranking-dataset/634830,Maryland,40.3-45.1,-,-,-,6.1
601-800,Bridgewater College,https://www.timeshighereducation.com/world-university-rankings/bridgewater-college#ranking-dataset/634830,Virginia,40.3-45.1,-,-,16.5,-
601-800,CUNY John Jay College of Criminal Justice,https://www.timeshighereducation.com/world-university-rankings/cuny-john-jay-college-criminal-justice#ranking-dataset/634830,New York,40.3-45.1,-,-,-,8.2
601-800,College of Staten Island CUNY,https://www.timeshighereducation.com/world-university-rankings/college-staten-island-cuny#ranking-dataset/634830,New York,40.3-45.1,-,-,-,7.6
601-800,CUNY York College,https://www.timeshighereducation.com/world-university-rankings/cuny-york-college#ranking-dataset/634830,New York,40.3-45.1,-,-,-,8.5
601-800,Cabrini College,https://www.timeshighereducation.com/world-university-rankings/cabrini-college#ranking-dataset/634830,Pennsylvania,40.3-45.1,14.5,-,-,-
601-800,California Baptist University,https://www.timeshighereducation.com/world-university-rankings/california-baptist-university#ranking-dataset/634830,California,40.3-45.1,-,17.6,-,7.7
601-800,California State University-Bakersfield,https://www.timeshighereducation.com/world-university-rankings/california-state-university-bakersfield#ranking-dataset/634830,California,40.3-45.1,-,-,16.4,8.2
601-800,California State University-East Bay,https://www.timeshighereducation.com/world-university-rankings/california-state-university-east-bay#ranking-dataset/634830,California,40.3-45.1,-,-,16.5,8.9
601-800,California State University-Fullerton,https://www.timeshighereducation.com/world-university-rankings/california-state-university-fullerton#ranking-dataset/634830,California,40.3-45.1,-,-,17.1,8.5
601-800,California State University-Los Angeles,https://www.timeshighereducation.com/world-university-rankings/california-state-university-los-angeles#ranking-dataset/634830,California,40.3-45.1,-,-,-,8.4
601-800,California State University-Northridge,https://www.timeshighereducation.com/world-university-rankings/california-state-university-northridge#ranking-dataset/634830,California,40.3-45.1,-,16.2,-,9.2
601-800,California State University-Sacramento,https://www.timeshighereducation.com/world-university-rankings/california-state-university-sacramento#ranking-dataset/634830,California,40.3-45.1,-,-,-,8
601-800,California State University-San Bernardino,https://www.timeshighereducation.com/world-university-rankings/california-state-university-san-bernardino#ranking-dataset/634830,California,40.3-45.1,-,-,16.8,8.5
601-800,California State University-San Marcos,https://www.timeshighereducation.com/world-university-rankings/california-state-university-san-marcos#ranking-dataset/634830,California,40.3-45.1,-,-,17.7,8.2
601-800,Carlow University,https://www.timeshighereducation.com/world-university-rankings/carlow-university#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,-,-
601-800,Carroll University,https://www.timeshighereducation.com/world-university-rankings/carroll-university#ranking-dataset/634830,Wisconsin,40.3-45.1,-,16.1,-,-
601-800,Carthage College,https://www.timeshighereducation.com/world-university-rankings/carthage-college#ranking-dataset/634830,Wisconsin,40.3-45.1,-,15.7,-,-
601-800,Cazenovia College,https://www.timeshighereducation.com/world-university-rankings/cazenovia-college#ranking-dataset/634830,New York,40.3-45.1,12.8,-,-,-
601-800,Centenary College,https://www.timeshighereducation.com/world-university-rankings/centenary-college#ranking-dataset/634830,New Jersey,40.3-45.1,-,-,-,5.7
601-800,Central Connecticut State University,https://www.timeshighereducation.com/world-university-rankings/central-connecticut-state-university#ranking-dataset/634830,Connecticut,40.3-45.1,-,-,-,6
601-800,Central Michigan University,https://www.timeshighereducation.com/world-university-rankings/central-michigan-university#ranking-dataset/634830,Michigan,40.3-45.1,-,17,-,-
601-800,Central Washington University,https://www.timeshighereducation.com/world-university-rankings/central-washington-university#ranking-dataset/634830,Washington,40.3-45.1,-,16.9,-,5.4
601-800,Chaminade University of Honolulu,https://www.timeshighereducation.com/world-university-rankings/chaminade-university-honolulu#ranking-dataset/634830,Hawaii,40.3-45.1,-,-,-,7.9
601-800,Claflin University,https://www.timeshighereducation.com/world-university-rankings/claflin-university#ranking-dataset/634830,South Carolina,40.3-45.1,-,-,-,6.6
601-800,Clark Atlanta University,https://www.timeshighereducation.com/world-university-rankings/clark-atlanta-university#ranking-dataset/634830,Georgia,40.3-45.1,-,-,-,6
601-800,Coker College,https://www.timeshighereducation.com/world-university-rankings/coker-college#ranking-dataset/634830,South Carolina,40.3-45.1,12.4,-,-,6.5
601-800,Colby-Sawyer College,https://www.timeshighereducation.com/world-university-rankings/colby-sawyer-college#ranking-dataset/634830,New Hampshire,40.3-45.1,12.5,-,-,-
601-800,Columbus College of Art and Design,https://www.timeshighereducation.com/world-university-rankings/columbus-college-art-and-design#ranking-dataset/634830,Ohio,40.3-45.1,13,-,-,-
601-800,Concordia University-Irvine,https://www.timeshighereducation.com/world-university-rankings/concordia-university-irvine#ranking-dataset/634830,California,40.3-45.1,-,-,-,5.7
601-800,Concordia College-New York,https://www.timeshighereducation.com/world-university-rankings/concordia-college-new-york#ranking-dataset/634830,New York,40.3-45.1,-,-,-,7.2
601-800,Concordia University-Portland,https://www.timeshighereducation.com/world-university-rankings/concordia-university-portland#ranking-dataset/634830,Oregon,40.3-45.1,-,-,-,-
601-800,Concordia University Wisconsin,https://www.timeshighereducation.com/world-university-rankings/concordia-university-wisconsin#ranking-dataset/634830,Wisconsin,40.3-45.1,-,16.1,-,-
601-800,Curry College,https://www.timeshighereducation.com/world-university-rankings/curry-college#ranking-dataset/634830,Massachusetts,40.3-45.1,15.7,-,-,-
601-800,Daemen College,https://www.timeshighereducation.com/world-university-rankings/daemen-college#ranking-dataset/634830,New York,40.3-45.1,12.3,15.9,-,-
601-800,University of the District of Columbia,https://www.timeshighereducation.com/world-university-rankings/university-district-columbia#ranking-dataset/634830,District of Columbia,40.3-45.1,14.5,-,-,6.8
601-800,Eastern Connecticut State University,https://www.timeshighereducation.com/world-university-rankings/eastern-connecticut-state-university#ranking-dataset/634830,Connecticut,40.3-45.1,-,-,-,5.4
601-800,Eastern Washington University,https://www.timeshighereducation.com/world-university-rankings/eastern-washington-university#ranking-dataset/634830,Washington,40.3-45.1,-,16.2,-,5.4
601-800,Elmira College,https://www.timeshighereducation.com/world-university-rankings/elmira-college#ranking-dataset/634830,New York,40.3-45.1,14.3,-,-,-
601-800,Emmanuel College,https://www.timeshighereducation.com/world-university-rankings/emmanuel-college#ranking-dataset/634830,Massachusetts,40.3-45.1,-,-,-,-
601-800,Endicott College,https://www.timeshighereducation.com/world-university-rankings/endicott-college#ranking-dataset/634830,Massachusetts,40.3-45.1,-,-,17.3,-
601-800,Evangel University,https://www.timeshighereducation.com/world-university-rankings/evangel-university#ranking-dataset/634830,Missouri,40.3-45.1,-,16.3,-,-
601-800,Florida Atlantic University,https://www.timeshighereducation.com/world-university-rankings/florida-atlantic-university#ranking-dataset/634830,Florida,40.3-45.1,-,15.9,-,7.5
601-800,Florida Southern College,https://www.timeshighereducation.com/world-university-rankings/florida-southern-college#ranking-dataset/634830,Florida,40.3-45.1,-,16.5,-,-
601-800,Franciscan University of Steubenville,https://www.timeshighereducation.com/world-university-rankings/franciscan-university-steubenville#ranking-dataset/634830,Ohio,40.3-45.1,-,-,17.2,-
601-800,Franklin Pierce University,https://www.timeshighereducation.com/world-university-rankings/franklin-pierce-university#ranking-dataset/634830,New Hampshire,40.3-45.1,13.4,-,-,-
601-800,Geneva College,https://www.timeshighereducation.com/world-university-rankings/geneva-college#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,-,-
601-800,George Fox University,https://www.timeshighereducation.com/world-university-rankings/george-fox-university#ranking-dataset/634830,Oregon,40.3-45.1,-,15.9,-,-
601-800,Georgia State University,https://www.timeshighereducation.com/world-university-rankings/georgia-state-university#ranking-dataset/634830,Georgia,40.3-45.1,-,-,-,7.2
601-800,Georgian Court University,https://www.timeshighereducation.com/world-university-rankings/georgian-court-university#ranking-dataset/634830,New Jersey,40.3-45.1,-,-,-,5.9
601-800,Grand Valley State University,https://www.timeshighereducation.com/world-university-rankings/grand-valley-state-university#ranking-dataset/634830,Michigan,40.3-45.1,-,17.1,-,-
601-800,Greenville College,https://www.timeshighereducation.com/world-university-rankings/greenville-college#ranking-dataset/634830,Illinois,40.3-45.1,12.8,15.8,-,-
601-800,Hardin-Simmons University,https://www.timeshighereducation.com/world-university-rankings/hardin-simmons-university#ranking-dataset/634830,Texas,40.3-45.1,14.3,16.4,-,-
601-800,Hood College,https://www.timeshighereducation.com/world-university-rankings/hood-college#ranking-dataset/634830,Maryland,40.3-45.1,12.7,-,-,5.4
601-800,Houston Baptist University,https://www.timeshighereducation.com/world-university-rankings/houston-baptist-university#ranking-dataset/634830,Texas,40.3-45.1,-,15.8,-,7.4
601-800,University of the Incarnate Word,https://www.timeshighereducation.com/world-university-rankings/university-incarnate-word#ranking-dataset/634830,Texas,40.3-45.1,-,16.4,-,7.6
601-800,Jackson State University,https://www.timeshighereducation.com/world-university-rankings/jackson-state-university#ranking-dataset/634830,Mississippi,40.3-45.1,-,-,-,6.4
601-800,Johnson C Smith University,https://www.timeshighereducation.com/world-university-rankings/johnson-c-smith-university#ranking-dataset/634830,North Carolina,40.3-45.1,14.1,-,-,6.8
601-800,Johnson & Wales University-Charlotte,https://www.timeshighereducation.com/world-university-rankings/johnson-wales-university-charlotte#ranking-dataset/634830,Rhode Island,40.3-45.1,-,-,-,7.5
601-800,Johnson & Wales University-Providence,https://www.timeshighereducation.com/world-university-rankings/johnson-wales-university-providence#ranking-dataset/634830,Rhode Island,40.3-45.1,-,-,-,5.4
601-800,Judson University,https://www.timeshighereducation.com/world-university-rankings/judson-university#ranking-dataset/634830,Illinois,40.3-45.1,-,-,-,5.4
601-800,Kean University,https://www.timeshighereducation.com/world-university-rankings/kean-university#ranking-dataset/634830,New Jersey,40.3-45.1,-,-,-,7.6
601-800,Keene State College,https://www.timeshighereducation.com/world-university-rankings/keene-state-college#ranking-dataset/634830,New Hampshire,40.3-45.1,-,16.2,-,-
601-800,Keuka College,https://www.timeshighereducation.com/world-university-rankings/keuka-college#ranking-dataset/634830,New York,40.3-45.1,13,-,-,-
601-800,La Sierra University,https://www.timeshighereducation.com/world-university-rankings/la-sierra-university#ranking-dataset/634830,California,40.3-45.1,-,-,-,9.3
601-800,Lancaster Bible College,https://www.timeshighereducation.com/world-university-rankings/lancaster-bible-college#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,-,5.4
601-800,Lasell College,https://www.timeshighereducation.com/world-university-rankings/lasell-college#ranking-dataset/634830,Massachusetts,40.3-45.1,-,-,-,5.2
601-800,Lesley University,https://www.timeshighereducation.com/world-university-rankings/lesley-university#ranking-dataset/634830,Massachusetts,40.3-45.1,15.5,-,-,5
601-800,Life University,https://www.timeshighereducation.com/world-university-rankings/life-university#ranking-dataset/634830,Georgia,40.3-45.1,17.4,-,-,7.3
601-800,Lincoln University,https://www.timeshighereducation.com/world-university-rankings/lincoln-university-1#ranking-dataset/634830,Pennsylvania,40.3-45.1,13.9,-,-,7.1
601-800,Lindenwood University,https://www.timeshighereducation.com/world-university-rankings/lindenwood-university#ranking-dataset/634830,Missouri,40.3-45.1,-,15.7,-,5.6
601-800,Madonna University,https://www.timeshighereducation.com/world-university-rankings/madonna-university#ranking-dataset/634830,Michigan,40.3-45.1,12.6,16.5,-,5.4
601-800,University of Maine,https://www.timeshighereducation.com/world-university-rankings/university-maine#ranking-dataset/634830,Maine,40.3-45.1,12.4,16.4,-,-
601-800,University of Maine at Farmington,https://www.timeshighereducation.com/world-university-rankings/university-maine-farmington#ranking-dataset/634830,Maine,40.3-45.1,-,-,-,-
601-800,Malone University,https://www.timeshighereducation.com/world-university-rankings/malone-university#ranking-dataset/634830,Ohio,40.3-45.1,-,-,-,-
601-800,Manhattanville College,https://www.timeshighereducation.com/world-university-rankings/manhattanville-college#ranking-dataset/634830,New York,40.3-45.1,-,-,-,6.4
601-800,University of Mary Hardin-Baylor,https://www.timeshighereducation.com/world-university-rankings/university-mary-hardin-baylor#ranking-dataset/634830,Texas,40.3-45.1,-,16.1,-,5.8
601-800,University of Mary Washington,https://www.timeshighereducation.com/world-university-rankings/university-mary-washington#ranking-dataset/634830,Virginia,40.3-45.1,-,-,-,-
601-800,University of Maryland Eastern Shore,https://www.timeshighereducation.com/world-university-rankings/university-maryland-eastern-shore#ranking-dataset/634830,Maryland,40.3-45.1,-,-,-,7.1
601-800,Maryville College,https://www.timeshighereducation.com/world-university-rankings/maryville-college#ranking-dataset/634830,Tennessee,40.3-45.1,-,16.5,-,-
601-800,University of Massachusetts-Dartmouth,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts-dartmouth#ranking-dataset/634830,Massachusetts,40.3-45.1,-,-,-,6
601-800,Massachusetts College of Liberal Arts,https://www.timeshighereducation.com/world-university-rankings/massachusetts-college-liberal-arts#ranking-dataset/634830,Massachusetts,40.3-45.1,13.4,-,-,-
601-800,University of Massachusetts-Lowell,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts-lowell#ranking-dataset/634830,Massachusetts,40.3-45.1,-,-,-,5.9
601-800,McKendree University,https://www.timeshighereducation.com/world-university-rankings/mckendree-university#ranking-dataset/634830,Illinois,40.3-45.1,-,-,-,-
601-800,University of Michigan-Flint,https://www.timeshighereducation.com/world-university-rankings/university-michigan-flint#ranking-dataset/634830,Michigan,40.3-45.1,-,16.5,-,6.1
601-800,MidAmerica Nazarene University,https://www.timeshighereducation.com/world-university-rankings/midamerica-nazarene-university#ranking-dataset/634830,Kansas,40.3-45.1,12.9,15.8,-,-
601-800,Midwestern State University,https://www.timeshighereducation.com/world-university-rankings/midwestern-state-university#ranking-dataset/634830,Texas,40.3-45.1,-,15.7,-,6.4
601-800,Millersville University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/millersville-university-pennsylvania#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,-,-
601-800,University of Minnesota-Duluth,https://www.timeshighereducation.com/world-university-rankings/university-minnesota-duluth#ranking-dataset/634830,Minnesota,40.3-45.1,-,16.3,-,-
601-800,Mississippi College,https://www.timeshighereducation.com/world-university-rankings/mississippi-college#ranking-dataset/634830,Mississippi,40.3-45.1,-,-,-,-
601-800,University of Mobile,https://www.timeshighereducation.com/world-university-rankings/university-mobile#ranking-dataset/634830,Alabama,40.3-45.1,-,-,-,-
601-800,Montana State University,https://www.timeshighereducation.com/world-university-rankings/montana-state-university#ranking-dataset/634830,Montana,40.3-45.1,-,16,-,-
601-800,Morgan State University,https://www.timeshighereducation.com/world-university-rankings/morgan-state-university#ranking-dataset/634830,Maryland,40.3-45.1,-,-,-,7.2
601-800,Mount Mercy University,https://www.timeshighereducation.com/world-university-rankings/mount-mercy-university#ranking-dataset/634830,Iowa,40.3-45.1,-,-,-,-
601-800,University of Mount Olive,https://www.timeshighereducation.com/world-university-rankings/university-mount-olive#ranking-dataset/634830,North Carolina,40.3-45.1,-,-,-,6.9
601-800,Mount Saint Mary College,https://www.timeshighereducation.com/world-university-rankings/mount-saint-mary-college#ranking-dataset/634830,New York,40.3-45.1,-,-,-,-
601-800,Mount Vernon Nazarene University,https://www.timeshighereducation.com/world-university-rankings/mount-vernon-nazarene-university#ranking-dataset/634830,Ohio,40.3-45.1,-,16.2,-,-
601-800,University of Nebraska at Kearney,https://www.timeshighereducation.com/world-university-rankings/university-nebraska-kearney#ranking-dataset/634830,Nebraska,40.3-45.1,-,-,-,-
601-800,University of Nevada-Las Vegas,https://www.timeshighereducation.com/world-university-rankings/university-nevada-las-vegas#ranking-dataset/634830,Nevada,40.3-45.1,-,15.7,-,7.7
